participant_id,label,segment_id,slide_id,question_id,problem_id,segment_text,segment_text_with_context,n_rows_in_segment
DR_SSH_01,SSH,DR_SSH_01_SEG_001,__S00__,,,"Tak, jestem gotowa Czyli odpowiedzieć mam na pytania po zakończeniu prezentacji, czy będziemy na bieżąco? Dobrze","[SLIDE=__S00__] [QUESTION=None] [PROBLEM=None] Tak, jestem gotowa Czyli odpowiedzieć mam na pytania po zakończeniu prezentacji, czy będziemy na bieżąco? Dobrze",3
DR_SSH_01,SSH,DR_SSH_01_SEG_002,__S1__,,,"Teraz czytam pierwszy slajd, na którym jest Napisany tekst na białym tle. Objaśnia on, co będzie. Celem tej prezentacji, co będzie dalej Czcionka jest odpowiednia. wszystko jest Czytelne","[SLIDE=__S1__] [QUESTION=None] [PROBLEM=None] Teraz czytam pierwszy slajd, na którym jest Napisany tekst na białym tle. Objaśnia on, co będzie. Celem tej prezentacji, co będzie dalej Czcionka jest odpowiednia. wszystko jest Czytelne",5
DR_SSH_01,SSH,DR_SSH_01_SEG_003,__S2__,,,"teraz przechodzę do kolejnego slajdu na kolejnym slajdzie jest zamieszczony link do zbioru, z którego AI korzystało. Do kolejnego po prostu slajdu mam teraz przejść, tak?","[SLIDE=__S2__] [QUESTION=None] [PROBLEM=None] teraz przechodzę do kolejnego slajdu na kolejnym slajdzie jest zamieszczony link do zbioru, z którego AI korzystało. Do kolejnego po prostu slajdu mam teraz przejść, tak?",3
DR_SSH_01,SSH,DR_SSH_01_SEG_004,__S3__,,,"Jestem przy slajdzie trzecim gdzie zostało podane, z jakiej ilości grzybów były czerpane informacje i ile grzybów zostało zaklasyfikowanych jako jadalne Dobra Czy możemy przejść do kolejnego slajdu?","[SLIDE=__S3__] [QUESTION=None] [PROBLEM=None] Jestem przy slajdzie trzecim gdzie zostało podane, z jakiej ilości grzybów były czerpane informacje i ile grzybów zostało zaklasyfikowanych jako jadalne Dobra Czy możemy przejść do kolejnego slajdu?",5
DR_SSH_01,SSH,DR_SSH_01_SEG_005,__S4__,__Q1__,,"A, to jest to Teraz analizuję wykresy. I skupiam się głównie na. wykresie Podpisanym „sposób przyrastania blaszek do trzonu”. Na początku wydaje się ten wykres trudny do zinterpretowania. Po głębszej analizie mogę wywnioskować, że w największej ilości grzybów. blaszki Są przyrośnięte do trzonu. W kolejnej kolejności zbiegające I Wykrojone. póżniej już są małe różnicy pomiędzy Rurkami. Wolnymi i falistymi, choć nie do końca rozumiem, co oznaczają wolne I faliste więc Główny wniosek, jaki wyciągam z tego wykresu jest taki, że najwięcej grzybów ma przyrośnięte blaszki do trzonu. Jeśli chodzi o blaszkowane, tak. jeszcze chwilkę się z nim zapoznam Teraz analizuję inne wykresy, żeby mieć ogół informacji na temat grzybów jadalnych Teraz przechodzę do kolejnego slajdu","[SLIDE=__S4__] [QUESTION=__Q1__] [PROBLEM=None] A, to jest to Teraz analizuję wykresy. I skupiam się głównie na. wykresie Podpisanym „sposób przyrastania blaszek do trzonu”. Na początku wydaje się ten wykres trudny do zinterpretowania. Po głębszej analizie mogę wywnioskować, że w największej ilości grzybów. blaszki Są przyrośnięte do trzonu. W kolejnej kolejności zbiegające I Wykrojone. póżniej już są małe różnicy pomiędzy Rurkami. Wolnymi i falistymi, choć nie do końca rozumiem, co oznaczają wolne I faliste więc Główny wniosek, jaki wyciągam z tego wykresu jest taki, że najwięcej grzybów ma przyrośnięte blaszki do trzonu. Jeśli chodzi o blaszkowane, tak. jeszcze chwilkę się z nim zapoznam Teraz analizuję inne wykresy, żeby mieć ogół informacji na temat grzybów jadalnych Teraz przechodzę do kolejnego slajdu",20
DR_SSH_01,SSH,DR_SSH_01_SEG_006,__S5__,__Q2__,,"Spoglądając na wykres o typie siedliska Wnioskuję, że najwięcej grzybów jadalnych występuje w lasach. Ponad 40 tysięcy rodzajów, jeśli dobrze rozumiem A kolejnym Są trawy. przy których rosną te grzyby jednak jest to znacząca różnica. W kolejnej kolejności są Liście, czyli Rozumiem, że pewnie w okolicach, gdzie na ziemi leżą liście I w kolejnej łąki I wrzosowiska. W Najmniejszej ilości są to ścieżki, Prawdopodobnie przez to, że są zadeptywane I nie mają jak wyrosnąć, odpady I miejskie siedliska. Teraz analizuję jeszcze inne wykresy.","[SLIDE=__S5__] [QUESTION=__Q2__] [PROBLEM=None] Spoglądając na wykres o typie siedliska Wnioskuję, że najwięcej grzybów jadalnych występuje w lasach. Ponad 40 tysięcy rodzajów, jeśli dobrze rozumiem A kolejnym Są trawy. przy których rosną te grzyby jednak jest to znacząca różnica. W kolejnej kolejności są Liście, czyli Rozumiem, że pewnie w okolicach, gdzie na ziemi leżą liście I w kolejnej łąki I wrzosowiska. W Najmniejszej ilości są to ścieżki, Prawdopodobnie przez to, że są zadeptywane I nie mają jak wyrosnąć, odpady I miejskie siedliska. Teraz analizuję jeszcze inne wykresy.",14
DR_SSH_01,SSH,DR_SSH_01_SEG_007,__S6__,__Q2__,,Przechodzę do kolejnego slajdu,[SLIDE=__S6__] [QUESTION=__Q2__] [PROBLEM=None] Przechodzę do kolejnego slajdu,1
DR_SSH_01,SSH,DR_SSH_01_SEG_008,__S6__,__Q3__,,"Z tego zbioru? Dane przedstawione na slajdzie są dość Trudne Do zinterpretowania w prosty sposób, gdyż szata graficzna nie jest przystępna. Zastanawiam się, z czego mogą wynikać braki w zbiorze, czyli w tej liczbie występujących cech. I wydaje mi się, że Ciężko mi stwierdzić, dlaczego te dane są niepełne, dlaczego ich nie ma. Nie wiem. Jeszcze mogę się na nim chwilkę skupić","[SLIDE=__S6__] [QUESTION=__Q3__] [PROBLEM=None] Z tego zbioru? Dane przedstawione na slajdzie są dość Trudne Do zinterpretowania w prosty sposób, gdyż szata graficzna nie jest przystępna. Zastanawiam się, z czego mogą wynikać braki w zbiorze, czyli w tej liczbie występujących cech. I wydaje mi się, że Ciężko mi stwierdzić, dlaczego te dane są niepełne, dlaczego ich nie ma. Nie wiem. Jeszcze mogę się na nim chwilkę skupić",7
DR_SSH_01,SSH,DR_SSH_01_SEG_009,__S7__,__Q3__,,Przechodzę do kolejnego slajdu.,[SLIDE=__S7__] [QUESTION=__Q3__] [PROBLEM=None] Przechodzę do kolejnego slajdu.,1
DR_SSH_01,SSH,DR_SSH_01_SEG_010,__S7__,__Q4__,,"Patrzę na slajd I widzę Największe zagęszczenie prawdopodobnie cech, wartości cech w pierwszych trzech kategoriach: wysokość trzonu, średnica kapelusza i szerokość trzonu. I widzę, że w tych 3 pierwszych kategoriach. Największy procent Największa ilość grzybów niejadalnych charakteryzuje sie wysokością trzonu. W drugiej kolejności jest to średnica kapelusza, a w trzeciej szerokość trzonu. I reszta cech nie ma tak dużego znaczenia dla sklasyfikowania grzyba jako trującego.","[SLIDE=__S7__] [QUESTION=__Q4__] [PROBLEM=None] Patrzę na slajd I widzę Największe zagęszczenie prawdopodobnie cech, wartości cech w pierwszych trzech kategoriach: wysokość trzonu, średnica kapelusza i szerokość trzonu. I widzę, że w tych 3 pierwszych kategoriach. Największy procent Największa ilość grzybów niejadalnych charakteryzuje sie wysokością trzonu. W drugiej kolejności jest to średnica kapelusza, a w trzeciej szerokość trzonu. I reszta cech nie ma tak dużego znaczenia dla sklasyfikowania grzyba jako trującego.",8
DR_SSH_01,SSH,DR_SSH_01_SEG_011,__S7__,__Q5__,,"Skąd biorą się różnice? Z wykresu rozumiem, że biorą się z tego Jak grzyb jest zbudowany. Czy jest niski, czy jest wysoki? Czy jest szeroki, czy jest wąski jego trzon. I jaką ma średnicę kapelusza? I punkty po prawej stronie biorą się zapewne z pomiaru grzybów, jak i po po lewej stronie. Musiało być to zmierzone zapewne. I z tego się biorą te różnice. Że niektóre grzyby Prawdopodobnie procent szerokości, znaczy procent grzybów, które były szerokie, były trujące na przykład, a te, które miały trzon wąski na przykład, były jadalne.","[SLIDE=__S7__] [QUESTION=__Q5__] [PROBLEM=None] Skąd biorą się różnice? Z wykresu rozumiem, że biorą się z tego Jak grzyb jest zbudowany. Czy jest niski, czy jest wysoki? Czy jest szeroki, czy jest wąski jego trzon. I jaką ma średnicę kapelusza? I punkty po prawej stronie biorą się zapewne z pomiaru grzybów, jak i po po lewej stronie. Musiało być to zmierzone zapewne. I z tego się biorą te różnice. Że niektóre grzyby Prawdopodobnie procent szerokości, znaczy procent grzybów, które były szerokie, były trujące na przykład, a te, które miały trzon wąski na przykład, były jadalne.",13
DR_SSH_01,SSH,DR_SSH_01_SEG_012,__S8__,__Q5__,,Przechodzę do kolejnego slajdu.,[SLIDE=__S8__] [QUESTION=__Q5__] [PROBLEM=None] Przechodzę do kolejnego slajdu.,1
DR_SSH_01,SSH,DR_SSH_01_SEG_013,__S8__,__Q6__,,"Wykres wygląda na dość zrozumiały. Czerwony kolor będzie wskazywać na dodatnią predykcję A niebieski na ujemną I z modelu mogę wyczytać, że najwyższą predykcję Będą miały Będzie miała wysokość trzonu na tą predykcję a w drugiej kolejności średnica kapelusza będzie miała dodatnią predykcję, tylko znacznie mniejszą, bo tylko 0,18, a nie jak było w przypadku wysokości trzonu, gdzie było 0,72 A ujemną predykcję będzie miała szerokość trzonu, 0,22. Dlaczego te cechy są istotne? Myślę, że Tak samo, jak w poprzednich wykresach Te cechy najczęściej były Skorelowane dodatnio z tym, że grzyby były trujące Więc największy dodatni wpływ na wysokość i średnica kapelusza, to znaczy wysokość trzonu I średnica kapelusza.","[SLIDE=__S8__] [QUESTION=__Q6__] [PROBLEM=None] Wykres wygląda na dość zrozumiały. Czerwony kolor będzie wskazywać na dodatnią predykcję A niebieski na ujemną I z modelu mogę wyczytać, że najwyższą predykcję Będą miały Będzie miała wysokość trzonu na tą predykcję a w drugiej kolejności średnica kapelusza będzie miała dodatnią predykcję, tylko znacznie mniejszą, bo tylko 0,18, a nie jak było w przypadku wysokości trzonu, gdzie było 0,72 A ujemną predykcję będzie miała szerokość trzonu, 0,22. Dlaczego te cechy są istotne? Myślę, że Tak samo, jak w poprzednich wykresach Te cechy najczęściej były Skorelowane dodatnio z tym, że grzyby były trujące Więc największy dodatni wpływ na wysokość i średnica kapelusza, to znaczy wysokość trzonu I średnica kapelusza.",12
DR_SSH_01,SSH,DR_SSH_01_SEG_014,__S8__,__Q7__,,"Myślę, że Bazowa wartość Była jakoś uśredniona dla grzybów, czyli średni wynik modelu, dokładnie nie wiem, co to mogłoby oznaczać, ale myślę, że zostało to tak skonfigurowane, żeby pokazywały jak najdokładniejsze dane.","[SLIDE=__S8__] [QUESTION=__Q7__] [PROBLEM=None] Myślę, że Bazowa wartość Była jakoś uśredniona dla grzybów, czyli średni wynik modelu, dokładnie nie wiem, co to mogłoby oznaczać, ale myślę, że zostało to tak skonfigurowane, żeby pokazywały jak najdokładniejsze dane.",6
DR_SSH_01,SSH,DR_SSH_01_SEG_015,__S8__,__Q8__,,"Nie oczekiwałam niczego względem tego wykresu Patrząc na Na wysokość trzonu, na przykład Rozumiem, Wartość dodatnia ma po prostu największy wpływ na to, że grzyb jest trujący I Jestem w stanie to przyjąć za prawdę.","[SLIDE=__S8__] [QUESTION=__Q8__] [PROBLEM=None] Nie oczekiwałam niczego względem tego wykresu Patrząc na Na wysokość trzonu, na przykład Rozumiem, Wartość dodatnia ma po prostu największy wpływ na to, że grzyb jest trujący I Jestem w stanie to przyjąć za prawdę.",7
DR_SSH_01,SSH,DR_SSH_01_SEG_016,__S8__,__Q9__,,"Z obserwacji, jakie prowadzę w lesie, czasem zbierając grzyby lub chodząc po prostu po lesie, jestem w stanie przyjąć te dane za prawdziwe, ponieważ często widuję grzyby, które są duże duże, czyli są wysokie, mają wysoki trzon lub Mają dużą średnicę kapelusza i Jestem w stanie Domyśleć się, że są trujące lub wiem, że są trujące lub niejadalne. Więc tym bardziej jestem w stanie Przyjąć tę informacje z wykresu jako wiarygodne","[SLIDE=__S8__] [QUESTION=__Q9__] [PROBLEM=None] Z obserwacji, jakie prowadzę w lesie, czasem zbierając grzyby lub chodząc po prostu po lesie, jestem w stanie przyjąć te dane za prawdziwe, ponieważ często widuję grzyby, które są duże duże, czyli są wysokie, mają wysoki trzon lub Mają dużą średnicę kapelusza i Jestem w stanie Domyśleć się, że są trujące lub wiem, że są trujące lub niejadalne. Więc tym bardziej jestem w stanie Przyjąć tę informacje z wykresu jako wiarygodne",7
DR_SSH_01,SSH,DR_SSH_01_SEG_017,__S9__,__Q9__,,"Przechodzę do kolejnego slajdu Na slajdzie widzę wykres Słupkowy. Poziomu Gdzie jest przedstawiony Gdzie są przedstawione cechy, które wpływają predykcję klasyfikowania grzybów na podstawie LIME","[SLIDE=__S9__] [QUESTION=__Q9__] [PROBLEM=None] Przechodzę do kolejnego slajdu Na slajdzie widzę wykres Słupkowy. Poziomu Gdzie jest przedstawiony Gdzie są przedstawione cechy, które wpływają predykcję klasyfikowania grzybów na podstawie LIME",6
DR_SSH_01,SSH,DR_SSH_01_SEG_018,__S9__,__Q10__,,"Czyli jakie cechy zwiększają lub zmniejszają prawdopodobieństwo że grzyb jest jadalny lub nie i rozumiem, że Niebieski kolor oznacza, że grzyb będzie jadalny w stopniu określonym przez Słupek, a kolor czerwony, że grzyb będzie Niejadalny, no trujący Widzę, że Mniejsza szerokość, że z wykresu wynika, że najbardziej Jadalne, to znaczy, że Najlepszą cechą na wykresie Która została tu podana, jest szerokość trzonu I im mniejsza ta szerokość, tym Grzyb będzie jadalny bardziej.","[SLIDE=__S9__] [QUESTION=__Q10__] [PROBLEM=None] Czyli jakie cechy zwiększają lub zmniejszają prawdopodobieństwo że grzyb jest jadalny lub nie i rozumiem, że Niebieski kolor oznacza, że grzyb będzie jadalny w stopniu określonym przez Słupek, a kolor czerwony, że grzyb będzie Niejadalny, no trujący Widzę, że Mniejsza szerokość, że z wykresu wynika, że najbardziej Jadalne, to znaczy, że Najlepszą cechą na wykresie Która została tu podana, jest szerokość trzonu I im mniejsza ta szerokość, tym Grzyb będzie jadalny bardziej.",10
DR_SSH_01,SSH,DR_SSH_01_SEG_019,__S9__,__Q11__,,"Teraz analizuję, które cechy można by zaklasyfikować, żeby odpowiedzieć na to pytanie Wydaje mi się, że zmienna czy mleczko występuje czy nie, czy zmienia kolor, czy nie jest ważna, nawet można powiedzieć, że bardzo ważna, ponieważ jest taka sama wartość na wykresie Dla grzybów trujących i nie, tylko że w odwrotne strony i zbierając grzyby były łatwo można się pomylić czy zapomnieć sobie na przykład czy grzyb, jak puszcza mleczko, czy to jest dobrze, czy nie. A jest to taka dość, wydaje mi się, że mało znana charakterystyka grzybów w społeczeństwie.","[SLIDE=__S9__] [QUESTION=__Q11__] [PROBLEM=None] Teraz analizuję, które cechy można by zaklasyfikować, żeby odpowiedzieć na to pytanie Wydaje mi się, że zmienna czy mleczko występuje czy nie, czy zmienia kolor, czy nie jest ważna, nawet można powiedzieć, że bardzo ważna, ponieważ jest taka sama wartość na wykresie Dla grzybów trujących i nie, tylko że w odwrotne strony i zbierając grzyby były łatwo można się pomylić czy zapomnieć sobie na przykład czy grzyb, jak puszcza mleczko, czy to jest dobrze, czy nie. A jest to taka dość, wydaje mi się, że mało znana charakterystyka grzybów w społeczeństwie.",6
DR_SSH_01,SSH,DR_SSH_01_SEG_020,__S9__,__Q12__,,"Teraz analizuję całokształt, żeby odpowiedzieć na pytanie. I ja zbierając grzyby Zazwyczaj nie sugeruję się szerokością trzonu czy Wysokością Więc te Najbardziej Wyszczególnione cechy, które są w największym stopniu charakterystyczne i stricte nie określają Tego jak ja grzyby jadalne postrzegam właśnie jako jadalne Głównie się kieruję Kolorem trzonu I kolorem kapelusza co nie jest na tym wykresie wyszczególnione, a Zazwyczaj od razu po kolorze rozpoznaję grzyba i się nad tym pochylam, czy mogę go Zebrać czy nie, więc ten wykres, tak mogłabym powiedzieć, że średnio lub trochę nawet mało oddaje moje Moje działania, którymi się kieruje Zbierając grzyby. Przy zbieraniu rydzów jedynie się kieruję, czy puszczają mleczko czy nie Jedynie 2 cechy i właściwie mogę tutaj powiedzieć, że są. Zgodne z moimi działaniami, czyli Mleczko, występowanie mleczka i kolor trzonu","[SLIDE=__S9__] [QUESTION=__Q12__] [PROBLEM=None] Teraz analizuję całokształt, żeby odpowiedzieć na pytanie. I ja zbierając grzyby Zazwyczaj nie sugeruję się szerokością trzonu czy Wysokością Więc te Najbardziej Wyszczególnione cechy, które są w największym stopniu charakterystyczne i stricte nie określają Tego jak ja grzyby jadalne postrzegam właśnie jako jadalne Głównie się kieruję Kolorem trzonu I kolorem kapelusza co nie jest na tym wykresie wyszczególnione, a Zazwyczaj od razu po kolorze rozpoznaję grzyba i się nad tym pochylam, czy mogę go Zebrać czy nie, więc ten wykres, tak mogłabym powiedzieć, że średnio lub trochę nawet mało oddaje moje Moje działania, którymi się kieruje Zbierając grzyby. Przy zbieraniu rydzów jedynie się kieruję, czy puszczają mleczko czy nie Jedynie 2 cechy i właściwie mogę tutaj powiedzieć, że są. Zgodne z moimi działaniami, czyli Mleczko, występowanie mleczka i kolor trzonu",18
DR_SSH_01,SSH,DR_SSH_01_SEG_021,__S10__,__Q12__,,Przechodzę do kolejnego slajdu,[SLIDE=__S10__] [QUESTION=__Q12__] [PROBLEM=None] Przechodzę do kolejnego slajdu,1
DR_SSH_01,SSH,DR_SSH_01_SEG_022,__S10__,__Q13__,,"Na pierwszy rzut oka z wykres daje się niejasny. Ze względu na Niską szatę graficzną I żeby odpowiedzieć na to pytanie, muszę przeanalizować Dane, co Co jest, co jest trudne, ponieważ się trudno Odczytuje je. Ja teraz czytam legendę I rozumiem z niej, że wartość Zmodyfikowana, czyli wartość zmieniona, to jest dodana przez AI lub zmodyfikowana, zmieniona Czytam też objaśnienie, które jest na czerwono, które prawdopodobnie jest ważne. I rozumiem z tego, że przy zmienieniu dwóch cech grzyb stał się jadalny I teraz próbuję je znaleźć. I widzę, że AI zmieniło wartość wysokości trzonu W porównaniu numer zero na 23,5 z 1,43, a w drugim wysokość trzonu z 1,43 na 23,2. I mogę z tego wywnioskować, że ta cecha W tym przypadku miała największy wpływ na zmiany Jadalności grzyba z niejadalnego na jadalny, choć nie jest to tak jasne, żeby to łatwo zinterpretować.","[SLIDE=__S10__] [QUESTION=__Q13__] [PROBLEM=None] Na pierwszy rzut oka z wykres daje się niejasny. Ze względu na Niską szatę graficzną I żeby odpowiedzieć na to pytanie, muszę przeanalizować Dane, co Co jest, co jest trudne, ponieważ się trudno Odczytuje je. Ja teraz czytam legendę I rozumiem z niej, że wartość Zmodyfikowana, czyli wartość zmieniona, to jest dodana przez AI lub zmodyfikowana, zmieniona Czytam też objaśnienie, które jest na czerwono, które prawdopodobnie jest ważne. I rozumiem z tego, że przy zmienieniu dwóch cech grzyb stał się jadalny I teraz próbuję je znaleźć. I widzę, że AI zmieniło wartość wysokości trzonu W porównaniu numer zero na 23,5 z 1,43, a w drugim wysokość trzonu z 1,43 na 23,2. I mogę z tego wywnioskować, że ta cecha W tym przypadku miała największy wpływ na zmiany Jadalności grzyba z niejadalnego na jadalny, choć nie jest to tak jasne, żeby to łatwo zinterpretować.",20
DR_SSH_01,SSH,DR_SSH_01_SEG_023,__S10__,__Q14__,,"Zmiany przedstawione na wizualizacji Wydaje mi się, że nie odnoszą się całkowicie do mojej wiedzy o grzybach, a w Kontekście rzeczywistych właściwości być może, Choć nie wiem. co ta wartość oznacza, czy ten grzyb grubszy, jego trzon czy wysokość trzonu się zmieniła na wyższą czy na niższą, bo nie rozumiem, co ta wartość zmodyfikowane oznacza, więc trudno mi stwierdzić, czy to się odnosi do rzeczywistych wartości. I przechodzę do kolejnego slajdu.","[SLIDE=__S10__] [QUESTION=__Q14__] [PROBLEM=None] Zmiany przedstawione na wizualizacji Wydaje mi się, że nie odnoszą się całkowicie do mojej wiedzy o grzybach, a w Kontekście rzeczywistych właściwości być może, Choć nie wiem. co ta wartość oznacza, czy ten grzyb grubszy, jego trzon czy wysokość trzonu się zmieniła na wyższą czy na niższą, bo nie rozumiem, co ta wartość zmodyfikowane oznacza, więc trudno mi stwierdzić, czy to się odnosi do rzeczywistych wartości. I przechodzę do kolejnego slajdu.",9
DR_SSH_01,SSH,DR_SSH_01_SEG_024,__S11__,__Q14__,,"Dobrze, czyli mamy slajd jedenasty Teraz czytam, to jest na slajdzie napisane. Slajd jest cały zapełniony tekstem. Po przeczytaniu Dowiedziałam się, że model zastosowany W tym badaniu jest wysoce skuteczny. Jego działanie opiera się na wnioskowaniu z podanych danych, a nie na wiedzy. Jednakże trzeba pamiętać, że przez to, że jednak nie jest w 100 procentach dokładny trzeba mieć się Taką wiedzę z tyłu głowy, że dobrze jest się opierać na praktycznych Informacjach na przykład od Wieloletnich grzybiarzy, którzy mają szeroką wiedzę na temat grzybów","[SLIDE=__S11__] [QUESTION=__Q14__] [PROBLEM=None] Dobrze, czyli mamy slajd jedenasty Teraz czytam, to jest na slajdzie napisane. Slajd jest cały zapełniony tekstem. Po przeczytaniu Dowiedziałam się, że model zastosowany W tym badaniu jest wysoce skuteczny. Jego działanie opiera się na wnioskowaniu z podanych danych, a nie na wiedzy. Jednakże trzeba pamiętać, że przez to, że jednak nie jest w 100 procentach dokładny trzeba mieć się Taką wiedzę z tyłu głowy, że dobrze jest się opierać na praktycznych Informacjach na przykład od Wieloletnich grzybiarzy, którzy mają szeroką wiedzę na temat grzybów",13
DR_SSH_01,SSH,DR_SSH_01_SEG_025,__S12__,__Q14__,,"Przechodzę do kolejnego slajdu, 12.","[SLIDE=__S12__] [QUESTION=__Q14__] [PROBLEM=None] Przechodzę do kolejnego slajdu, 12.",1
DR_SSH_01,SSH,DR_SSH_01_SEG_026,__S12__,__Q15__,,"Wykres pudełkowy na pierwszy rzut oka wydaje się skomplikowany do odczytu. I żeby zinterpretować Wysokość. Trzonu Muszę się chwilę zastanowić, ponieważ Nie ma legendy przez co jest utrudnione wnioskowanie. Ja interpretowałabym ten wykres, że najwięcej Grzybów jest To około 20, 27-28 cm wysokości trzonu A do tych 28 cm a. Fioletowe pudełko załóżmy przedstawia jakąś wartość bazową Pierwszy raz się spotykam z Takim wykresem, więc ciężko mi stwierdzić, czy to, co mówię, jest prawdą. A histogram dla szerokości trzonu rozumiem, że największa ilość grzybów, która występuje, jest w zakresie od 0 założmy do 20 cm zapewne. Też nie jest opisane, co wartości oznaczają. A najwięcej grzybów jest które są szerokie na około 4, 3 cm i wartość Ta przekracza 3500 gatunków.","[SLIDE=__S12__] [QUESTION=__Q15__] [PROBLEM=None] Wykres pudełkowy na pierwszy rzut oka wydaje się skomplikowany do odczytu. I żeby zinterpretować Wysokość. Trzonu Muszę się chwilę zastanowić, ponieważ Nie ma legendy przez co jest utrudnione wnioskowanie. Ja interpretowałabym ten wykres, że najwięcej Grzybów jest To około 20, 27-28 cm wysokości trzonu A do tych 28 cm a. Fioletowe pudełko załóżmy przedstawia jakąś wartość bazową Pierwszy raz się spotykam z Takim wykresem, więc ciężko mi stwierdzić, czy to, co mówię, jest prawdą. A histogram dla szerokości trzonu rozumiem, że największa ilość grzybów, która występuje, jest w zakresie od 0 założmy do 20 cm zapewne. Też nie jest opisane, co wartości oznaczają. A najwięcej grzybów jest które są szerokie na około 4, 3 cm i wartość Ta przekracza 3500 gatunków.",27
DR_SSH_01,SSH,DR_SSH_01_SEG_027,__S13__,__Q15__,,I przechodzę do kolejnego slajdu.,[SLIDE=__S13__] [QUESTION=__Q15__] [PROBLEM=None] I przechodzę do kolejnego slajdu.,1
DR_SSH_01,SSH,DR_SSH_01_SEG_028,__S13__,__Q16__,,"Czytam opis kolejnego Slajdu, gdzie jest napisane “kotwica” Po przeczytaniu środkowej części będę patrzeć co do czego to się odnosiło, czyli do prawej części Slajdu. Będę analizować, które cechy w pierwszym Przykładzie, gdzie jest, że w 97,2% występują, a drugim przykładzie, gdzie jest tylko 76% skuteczności w wykryciu, który jest jadalny, które się tam nie znajdują Z tego porównania tych dwóch przypadków lub braku jakiejś wartości, jakichś cech Wnioskuję, że. Ważną rolę odgrywają cechy: sposób przyrastania dla daszek do trzonu Średnica kapelusza i wysokość trzonu. Czyli te trzy cechy są najbardziej istotne w określaniu, czy grzyb jest jadalny, czy nie. Przechodzę do kolejnego sensu. I Rozumiem, że tutaj mam to samo zrobić dla Grzyba trującego. Analizuję cechy, które występują w obu przypadkach, ale po prawej stronie. I tutaj mogę wywnioskować, że najważniejszymi cechami jest sposób przyrastania blaszek do trzonu I w kolejnej kolejności, kolor kapelusza I to są dwie najważniejsze cechy, które Klasyfikują Grzyba jako trującego. A pozostałe cechy w drugim przypadku nie są tak takie istotne, do sklasyfikowania go jako trującego.","[SLIDE=__S13__] [QUESTION=__Q16__] [PROBLEM=None] Czytam opis kolejnego Slajdu, gdzie jest napisane “kotwica” Po przeczytaniu środkowej części będę patrzeć co do czego to się odnosiło, czyli do prawej części Slajdu. Będę analizować, które cechy w pierwszym Przykładzie, gdzie jest, że w 97,2% występują, a drugim przykładzie, gdzie jest tylko 76% skuteczności w wykryciu, który jest jadalny, które się tam nie znajdują Z tego porównania tych dwóch przypadków lub braku jakiejś wartości, jakichś cech Wnioskuję, że. Ważną rolę odgrywają cechy: sposób przyrastania dla daszek do trzonu Średnica kapelusza i wysokość trzonu. Czyli te trzy cechy są najbardziej istotne w określaniu, czy grzyb jest jadalny, czy nie. Przechodzę do kolejnego sensu. I Rozumiem, że tutaj mam to samo zrobić dla Grzyba trującego. Analizuję cechy, które występują w obu przypadkach, ale po prawej stronie. I tutaj mogę wywnioskować, że najważniejszymi cechami jest sposób przyrastania blaszek do trzonu I w kolejnej kolejności, kolor kapelusza I to są dwie najważniejsze cechy, które Klasyfikują Grzyba jako trującego. A pozostałe cechy w drugim przypadku nie są tak takie istotne, do sklasyfikowania go jako trującego.",20
DR_SSH_01,SSH,DR_SSH_01_SEG_029,__S13__,__Q17__,,"Teraz sobie porównuję przypadki na 13 i 14 slajdzie Czyli rozumie, że pytanie Dotyczy tego, które cechy są najbardziej pewne przy klasyfikowaniu grzyba jako jadalnego lub nie. I w obu przypadkach najbardziej pewną cechą Był sposób przerastania blaszek do trzonu. jako najbardziej pewną w klasyfikacji, czy grzyb jest jadalny czy nie. W obu przypadkach jadalnych i niejadalnych grzybów kolor też miał znaczenie w obu przypadkach czy jest jadalny, czy nie. W Grzybach trujących jest Dużo mniej danych podanych, które występowały w grzybach Jadalnych, więc też ciężko określić Pewność Że procenty, procentowo tak samo się będzie zmieniać ta pewność. Jednak przy wysokości trzonu w grzybie jadalnym miała znaczenie, A której nie było w Grzybach trujących, Co Można by zaryzykować takim stwierdzeniem, że wysokość trzonu też będzie miała wpływ na to, że grzyb jest niejadalny. Jednakże największą zmianą, którą można zauważyć, która powoduje zmienienie pewności jest sposób przyrastania blaszek do trzonu.","[SLIDE=__S13__] [QUESTION=__Q17__] [PROBLEM=None] Teraz sobie porównuję przypadki na 13 i 14 slajdzie Czyli rozumie, że pytanie Dotyczy tego, które cechy są najbardziej pewne przy klasyfikowaniu grzyba jako jadalnego lub nie. I w obu przypadkach najbardziej pewną cechą Był sposób przerastania blaszek do trzonu. jako najbardziej pewną w klasyfikacji, czy grzyb jest jadalny czy nie. W obu przypadkach jadalnych i niejadalnych grzybów kolor też miał znaczenie w obu przypadkach czy jest jadalny, czy nie. W Grzybach trujących jest Dużo mniej danych podanych, które występowały w grzybach Jadalnych, więc też ciężko określić Pewność Że procenty, procentowo tak samo się będzie zmieniać ta pewność. Jednak przy wysokości trzonu w grzybie jadalnym miała znaczenie, A której nie było w Grzybach trujących, Co Można by zaryzykować takim stwierdzeniem, że wysokość trzonu też będzie miała wpływ na to, że grzyb jest niejadalny. Jednakże największą zmianą, którą można zauważyć, która powoduje zmienienie pewności jest sposób przyrastania blaszek do trzonu.",26
